Gene Symbol,Ensembl ID,Biotype,Tractability
CPS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000021826"" target=""_blank"">ENSG00000021826</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
CRACDL,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196872"" target=""_blank"">ENSG00000196872</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
CRYM,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000103316"" target=""_blank"">ENSG00000103316</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CSF3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108342"" target=""_blank"">ENSG00000108342</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
CST1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000170373"" target=""_blank"">ENSG00000170373</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
CTSE,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196188"" target=""_blank"">ENSG00000196188</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
CXCL11,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000169248"" target=""_blank"">ENSG00000169248</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
CXCL5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163735"" target=""_blank"">ENSG00000163735</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
CYTIP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000115165"" target=""_blank"">ENSG00000115165</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
DCAF12-AS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000228352"" target=""_blank"">ENSG00000228352</a>",lncRNA,NaN
DHX40,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108406"" target=""_blank"">ENSG00000108406</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
DHX57,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163214"" target=""_blank"">ENSG00000163214</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
DKK4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000104371"" target=""_blank"">ENSG00000104371</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
DLG5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151208"" target=""_blank"">ENSG00000151208</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
DNAJC12,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108176"" target=""_blank"">ENSG00000108176</a>",protein_coding,NaN
DPP4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197635"" target=""_blank"">ENSG00000197635</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Advanced Clinical</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
DQX1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000144045"" target=""_blank"">ENSG00000144045</a>",protein_coding,NaN
DUOX2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000140279"" target=""_blank"">ENSG00000140279</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
EARS2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000103356"" target=""_blank"">ENSG00000103356</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
EDA2R,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000131080"" target=""_blank"">ENSG00000131080</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
ESM1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164283"" target=""_blank"">ENSG00000164283</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
ETAA1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143971"" target=""_blank"">ENSG00000143971</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
FAM136DP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000270587"" target=""_blank"">ENSG00000270587</a>",processed_pseudogene,NaN
FAM219A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164970"" target=""_blank"">ENSG00000164970</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
FAM3B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000183844"" target=""_blank"">ENSG00000183844</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
FBXO30,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000118496"" target=""_blank"">ENSG00000118496</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
FITM2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197296"" target=""_blank"">ENSG00000197296</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
FLNC,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128591"" target=""_blank"">ENSG00000128591</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
FOSL1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000175592"" target=""_blank"">ENSG00000175592</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
GAB2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000033327"" target=""_blank"">ENSG00000033327</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
GEMIN2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000092208"" target=""_blank"">ENSG00000092208</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
GJA1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000152661"" target=""_blank"">ENSG00000152661</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
GREM1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000166923"" target=""_blank"">ENSG00000166923</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
GRHL2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000083307"" target=""_blank"">ENSG00000083307</a>",protein_coding,NaN
GRK5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198873"" target=""_blank"">ENSG00000198873</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
GSTM2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213366"" target=""_blank"">ENSG00000213366</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
H19,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000130600"" target=""_blank"">ENSG00000130600</a>",lncRNA,NaN
HEPACAM2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188175"" target=""_blank"">ENSG00000188175</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
HEPH,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000089472"" target=""_blank"">ENSG00000089472</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
HIPK2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000064393"" target=""_blank"">ENSG00000064393</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
HOXB3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000120093"" target=""_blank"">ENSG00000120093</a>",protein_coding,NaN
HOXD10,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128710"" target=""_blank"">ENSG00000128710</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
HOXD13,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128714"" target=""_blank"">ENSG00000128714</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
HPDL,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186603"" target=""_blank"">ENSG00000186603</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
HUNK,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000142149"" target=""_blank"">ENSG00000142149</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
ID4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000172201"" target=""_blank"">ENSG00000172201</a>",protein_coding,NaN
IFI27,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000165949"" target=""_blank"">ENSG00000165949</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span>"
IFIT2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000119922"" target=""_blank"">ENSG00000119922</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
